mode	flight_number	callsign	aircraft_model_code	aircraft_model_description	aircraft_registration	airline_name	airline_iata	airline_icao	flight_origin_code_iata	flight_origin_code_icao	flight_origin_name	flight_origin_time_offset	flight_destination_code_iata	flight_destination_code_icao	flight_destination_name	flight_destination_time_offset	flight_departure_scheduled	flight_departure_real	flight_arrival_scheduled	flight_arrival_real	flight_duaration
arrivals	BA633	BAW633	A21N	Airbus A321-251NX	G-NEOT	British Airways	BA	BAW	ATH	LGAV	Athens Eleftherios Venizelos	10800	LHR	EGLL	London Heathrow Airport	3600	1558371300	1558371912.0	1558385100	1558383650.0	11760.0
arrivals	BA451	BAW7PW	A321	Airbus A321-231	G-MEDL	British Airways	BA	BAW	PMI	LEPA	Palma de Mallorca Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558376400	1558377532.0	1558385100	1558384942.0	7440.0
arrivals	BA419	BAW19LX	A320	Airbus A320-232	G-EUYG	British Airways	BA	BAW	LUX	ELLX	Luxembourg Findel Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558380300	1558381142.0	1558385100	1558384135.0	3000.0
arrivals	LX340	SWR24H	A321	Airbus A321-111	HB-IOH	Swiss	LX	SWR	ZRH	LSZH	Zurich Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558378500	1558379505.0	1558384800	1558383819.0	4320.0
arrivals	SK1501	SAS1501	A20N	Airbus A320-251N	EI-SIF	SAS	SK	SAS	CPH	EKCH	Copenhagen Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558377300	1558381172.0	1558384500	1558386274.0	5100.0
arrivals	SK815	SAS815	A20N	Airbus A320-251N	EI-SID	SAS	SK	SAS	OSL	ENGM	Oslo Gardermoen Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558376100	1558376717.0	1558384500	1558383368.0	6660.0
arrivals	SN2103	BEL4AH	A320	Airbus A320-214	OO-SNM	Brussels Airlines	SN	BEL	BRU	EBBR	Brussels Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558380300	1558382831.0	1558384500	1558385416.0	2580.0
arrivals	EI724	EIN7LP	A320	Airbus A320-214	EI-DVN	Aer Lingus	EI	EIN	ORK	EICK	Cork Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558379700	1558379463.0	1558384500	1558382886.0	3420.0
arrivals	BA443	BAW43HA	A321	Airbus A321-231	G-EUXG	British Airways	BA	BAW	AMS	EHAM	Amsterdam Schiphol Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558380000	1558381284.0	1558384500	1558383806.0	2520.0
arrivals	LX358	SWR358	BCS3	Airbus A220-300	HB-JCB	Swiss	LX	SWR	GVA	LSGG	Geneva International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558378200	1558378938.0	1558384200	1558383095.0	4140.0
arrivals	EI184		A320	Airbus A320-214	EI-DEG	Aer Lingus	EI	EIN	DUB	EIDW	Dublin Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558379400		1558384200		
arrivals	OS457	AUA457	A320	Airbus A320-214	OE-LBW	Austrian Airlines	OS	AUA	VIE	LOWW	Vienna International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558375800	1558379146.0	1558384200	1558385558.0	6420.0
arrivals	BA1421	SHT88E	A319	Airbus A319-131	G-EUPK	British Airways	BA	BAW	BHD	EGAC	Belfast City George Best  Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558379700	1558379220.0	1558384200	1558382335.0	3120.0
arrivals	SU263	AFL263	A321	Airbus A321-211	VP-BTR	Aeroflot	SU	AFL	SVO	UUEE	Moscow Sheremetyevo International Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558368600	1558369918.0	1558383900	1558382341.0	12420.0
arrivals	BA1337	SHT13L	A321	Airbus A321-231	G-EUXJ	British Airways	BA	BAW	NCL	EGNT	Newcastle Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558379700	1558382307.0	1558383900	1558384882.0	2580.0
arrivals	BA915	BAW915U	A321	Airbus A321-231	G-EUXF	British Airways	BA	BAW	FRA	EDDF	Frankfurt Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558377600	1558386825.0	1558383900	1558390541.0	3720.0
arrivals	BA407	BAW407	A320	Airbus A320-232	G-EUUF	British Airways	BA	BAW	BCN	LEBL	Barcelona El Prat Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558375500	1558375946.0	1558383900	1558382096.0	6180.0
arrivals	BA503	BAW503	A320	Airbus A320-232	G-EUYM	British Airways	BA	BAW	LIS	LPPT	Lisbon Humberto Delgado Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558374300	1558374568.0	1558383600	1558382363.0	7800.0
arrivals	BA955	BAW955L	A319	Airbus A319-131	G-EUPM	British Airways	BA	BAW	MUC	EDDM	Munich Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558376400	1558378049.0	1558383600	1558383013.0	4980.0
arrivals	AF1380	AFR138Q	A319	Airbus A319-111	F-GRHK	Air France	AF	AFR	CDG	LFPG	Paris Charles de Gaulle Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558378500	1558380088.0	1558383600	1558382473.0	2400.0
arrivals	SK1527	SAS93K	A20N	Airbus A320-251N	EI-SIE	SAS	SK	SAS	ARN	ESSA	Stockholm Arlanda Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558374000	1558374189.0	1558383300	1558381803.0	7620.0
arrivals	BA821	BAW821C	A20N	Airbus A320-251N	G-TTNG	British Airways	BA	BAW	CPH	EKCH	Copenhagen Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558376100	1558378151.0	1558383300	1558383263.0	5100.0
arrivals	BA327	BAW327	A319	Airbus A319-131	G-EUPZ	British Airways	BA	BAW	CDG	LFPG	Paris Charles de Gaulle Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558378800	1558380153.0	1558383300	1558382575.0	2400.0
arrivals	BA823	BAW823	A320	Airbus A320-232	G-EUYL	British Airways	BA	BAW	DUB	EIDW	Dublin Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558378200	1558379951.0	1558383000	1558382853.0	2880.0
arrivals	BA607	BAW607	A320	Airbus A320-232	G-EUYP	British Airways	BA	BAW	PSA	LIRP	Pisa Galileo Galilei Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558374300	1558374455.0	1558383000	1558380832.0	6360.0
arrivals	A3608	AEE2FL	A321	Airbus A321-232	SX-DGP	Aegean Airlines	A3	AEE	ATH	LGAV	Athens Eleftherios Venizelos	10800	LHR	EGLL	London Heathrow Airport	3600	1558368900	1558369524.0	1558383000	1558381544.0	12000.0
arrivals	MS779	MSR779	B738	Boeing 737-866	SU-GEF	EgyptAir	MS	MSR	CAI	HECA	Cairo International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558362900	1558364254.0	1558382700	1558381367.0	17100.0
arrivals	BA945	BAW5DL	A319	Airbus A319-131	G-EUPC	British Airways	BA	BAW	DUS	EDDL	Dusseldorf International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558377900	1558378064.0	1558382700	1558381070.0	3000.0
arrivals	BA1463	SHT9C	A319	Airbus A319-131	G-EUOG	British Airways	BA	BAW	EDI	EGPH	Edinburgh Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558377600	1558378160.0	1558382700	1558381621.0	3480.0
arrivals	AC868	ACA868	B789	Boeing 787-9 Dreamliner	C-FRTU	Air Canada	AC	ACA	YYZ	CYYZ	Toronto Pearson International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558357200	1558358416.0	1558382400	1558381359.0	22920.0
arrivals	BA463	BAW463	A321	Airbus A321-231	G-MEDM	British Airways	BA	BAW	MAD	LEMD	Madrid Barajas Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558374300	1558375511.0	1558382400	1558381925.0	6420.0
arrivals	UA122	UAL122	B752	Boeing 757-224	N13138	United Airlines	UA	UAL	IAD	KIAD	Washington Dulles International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558354500	1558355354.0	1558382100	1558380538.0	25200.0
arrivals	KL1033	KLM1033	B738	Boeing 737-8K2	PH-BXV	KLM	KL	KLM	AMS	EHAM	Amsterdam Schiphol Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558377000	1558380330.0	1558382100	1558382664.0	2340.0
arrivals	BA793	BA793	A320	Airbus A320-232	G-EUYW	British Airways	BA	BAW	GOT	ESGG	Gothenburg Landvetter Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558374600	1558375695.0	1558382100	1558381640.0	5940.0
arrivals	BA705	BAW705	A320	Airbus A320-232	G-EUUN	British Airways	BA	BAW	VIE	LOWW	Vienna International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558373700	1558374747.0	1558382100	1558380998.0	6240.0
arrivals	BA869	BAW869	A320	Airbus A320-232	G-TTOB	British Airways	BA	BAW	BUD	LHBP	Budapest Ferenc Liszt International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558372200	1558374914.0	1558381800	1558381999.0	7080.0
arrivals	BA349	BAW349	A320	Airbus A320-232	G-EUYD	British Airways	BA	BAW	NCE	LFMN	Nice Cote d'Azur Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558374600	1558375072.0	1558381800	1558380626.0	5580.0
arrivals	AZ248	AZA248	A319	Airbus A319-112	EI-IML	Alitalia	AZ	AZA	LIN	LIML	Milan Linate Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558374300	1558374780.0	1558381500	1558380253.0	5460.0
arrivals	TK1983	THY1BG	A321	Airbus A321-231	TC-JTF	Turkish Airlines	TK	THY	IST	LTFM	Istanbul Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558366500	1558368480.0	1558381500	1558380462.0	12000.0
arrivals	LY317	ELY317	B772	Boeing 777-258(ER)	4X-ECD	El Al Israel Airlines	LY	ELY	TLV	LLBG	Tel Aviv Ben Gurion International Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558362000	1558362965.0	1558381500	1558379308.0	16320.0
arrivals	LH2482	DLH5MW	A320	Airbus A320-214	D-AIZH	Lufthansa (Star Alliance Livery)	LH	DLH	MUC	EDDM	Munich Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558374300	1558375563.0	1558381500	1558380723.0	5160.0
arrivals	UA934	UAL934	B764	Boeing 767-424(ER)	N59053	United Airlines	UA	UAL	EWR	KEWR	New York Newark Liberty International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558355400	1558355740.0	1558381200	1558379657.0	23940.0
arrivals	LH920	DLH4WN	A20N	Airbus A320-271N	D-AINO	Lufthansa	LH	DLH	FRA	EDDF	Frankfurt Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558375200	1558375749.0	1558381200	1558379638.0	3900.0
arrivals	AY1339	FIN7GR	A320	Airbus A320-214	OH-LXH	Finnair	AY	FIN	HEL	EFHK	Helsinki Vantaa Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558369800	1558371548.0	1558381200	1558381083.0	9540.0
arrivals	CX253	CPA253	B77W	Boeing 777-367(ER)	B-KPP	Cathay Pacific	CX	CPA	HKG	VHHH	Hong Kong International Airport	28800	LHR	EGLL	London Heathrow Airport	3600	1558334400	1558335167.0	1558380900	1558379014.0	43860.0
arrivals	ME203	MEA203	A320	Airbus A320-232	OD-MRM	MEA	ME	MEA	BEY	OLBA	Beirut Rafic Hariri International Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558362300	1558364018.0	1558380900	1558380738.0	16740.0
arrivals	BA1471	SHT75A	A319	Airbus A319-131	G-EUOD	British Airways	BA	BAW	INV	EGPE	Inverness Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558375500	1558375267.0	1558380900	1558379756.0	4500.0
arrivals	JD431	CBJ431	A332	Airbus A330-243	B-8550	Capital Airlines	JD	CBJ	TAO	ZSQD	Qingdao Liuting International Airport	28800	LHR	EGLL	London Heathrow Airport	3600	1558335300	1558336009.0	1558380600	1558376833.0	40800.0
arrivals	CA855	CCA855	A359	Airbus A350-941	B-1080	Air China	CA	CCA	PEK	ZBAA	Beijing Capital International Airport	28800	LHR	EGLL	London Heathrow Airport	3600	1558340100	1558342938.0	1558380600	1558379425.0	36480.0
arrivals	BA913		320			British Airways	BA	BAW	FRA	EDDF	Frankfurt Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558374300		1558380600		
arrivals	KL1027	KLM73L	E190	Embraer ERJ-190STD	PH-EXY	KLM	KL	KLM	AMS	EHAM	Amsterdam Schiphol Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558371900	1558373601.0	1558380300	1558376279.0	2700.0
arrivals	BA1419	SHT88D	A320	Airbus A320-232	G-EUUX	British Airways	BA	BAW	BHD	EGAC	Belfast City George Best  Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558375500	1558375946.0	1558380300	1558379278.0	3360.0
arrivals	BA234	BAW234	A321	Airbus A321-231	G-MEDJ	British Airways	BA	BAW	SVO	UUEE	Moscow Sheremetyevo International Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558365000	1558365607.0	1558380000	1558377668.0	12060.0
arrivals	EI182	EIN182	A320	Airbus A320-214	EI-GAL	Aer Lingus	EI	EIN	DUB	EIDW	Dublin Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558375200	1558376507.0	1558380000	1558379859.0	3360.0
arrivals	EK5	UAE4CK	A388	Airbus A380-861	A6-EEC	Emirates	EK	UAE	DXB	OMDB	Dubai International Airport	14400	LHR	EGLL	London Heathrow Airport	3600	1558352700	1558354094.0	1558379700	1558379077.0	24960.0
arrivals	BA1459	SHT9Y	A320	Airbus A320-232	G-EUUO	British Airways	BA	BAW	EDI	EGPH	Edinburgh Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558374300	1558376415.0	1558379700	1558380298.0	3900.0
arrivals	BA987	BAW87AM	A319	Airbus A319-131	G-EUPX	British Airways	BA	BAW	TXL	EDDT	Berlin Tegel Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558372500	1558376815.0	1558379700	1558381627.0	4800.0
arrivals	BA569	BAW569	A320	Airbus A320-232	G-EUYU	British Airways	BA	BAW	LIN	LIML	Milan Linate Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558372500	1558373314.0	1558379700	1558378373.0	5040.0
arrivals	BA351	BAW351	A21N	Airbus A321-251NX	G-NEOR	British Airways	BA	BAW	NCE	LFMN	Nice Cote d'Azur Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558371900	1558372472.0	1558379700	1558377923.0	5460.0
arrivals	BA545	BAW545	A321	Airbus A321-231	G-EUXM	British Airways	BA	BAW	BLQ	LIPE	Bologna Guglielmo Marconi Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558371000	1558373905.0	1558379400	1558379879.0	6000.0
arrivals	VS26	VIR26Q	A346	Airbus A340-642	G-VWEB	Virgin Atlantic	VS	VIR	JFK	KJFK	New York John F. Kennedy International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558354500	1558357246.0	1558379400	1558379995.0	22740.0
arrivals	BA851	BAW851W	A321	Airbus A321-231	G-EUXK	British Airways	BA	BAW	WAW	EPWA	Warsaw Chopin Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558369500	1558372830.0	1558379100	1558379826.0	7020.0
arrivals	BA567	BAW567M	A321	Airbus A321-231	G-EUXL	British Airways	BA	BAW	MXP	LIMC	Milan Malpensa Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558371900	1558372548.0	1558379100	1558377749.0	5220.0
arrivals	BE2109	BEE8VH	DH8D	Bombardier Dash 8 Q400	G-JEDT	Flybe	BE	BEE	EDI	EGPH	Edinburgh Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558372500	1558373463.0	1558378800	1558377789.0	4320.0
arrivals	UL503	ALK503	A333	Airbus A330-343	4R-ALO	SriLankan Airlines	UL	ALK	CMB	VCBI	Colombo Bandaranaike International Airport	19800	LHR	EGLL	London Heathrow Airport	3600	1558337700	1558338821.0	1558378800	1558378482.0	39660.0
arrivals	BA1495	SHT7X	A320	Airbus A320-232	G-EUUL	British Airways	BA	BAW	GLA	EGPF	Glasgow International Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558373700	1558373911.0	1558378800	1558377306.0	3420.0
arrivals	BA961	BAW961L	A20N	Airbus A320-251N	G-TTNC	British Airways	BA	BAW	MUC	EDDM	Munich Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558371300	1558373407.0	1558378800	1558378597.0	5220.0
arrivals	BE2187	BEE78G	DH8D	Bombardier Dash 8 Q400	G-FLBC	Flybe	BE	BEE	NQY	EGHQ	Newquay Cornwall Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558374300	1558374661.0	1558378500	1558377724.0	3060.0
arrivals	BA164	BAW164	B77W	Boeing 777-36N(ER)	G-STBD	British Airways	BA	BAW	TLV	LLBG	Tel Aviv Ben Gurion International Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558359600	1558362189.0	1558378500	1558378294.0	16080.0
arrivals	SK533	SAS31A	A20N	Airbus A320-251N	EI-SIB	SAS	SK	SAS	ARN	ESSA	Stockholm Arlanda Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558369200	1558370128.0	1558378500	1558377718.0	7620.0
arrivals	BA677	BAW677	A21N	Airbus A321-251NX	G-NEOU	British Airways	BA	BAW	IST	LTFM	Istanbul Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558362900	1558364648.0	1558378500	1558376200.0	11580.0
arrivals	VS158	VIR158	A333	Airbus A330-343	G-VRAY	Virgin Atlantic	VS	VIR	BOS	KBOS	Boston Logan International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558354500	1558355338.0	1558378200	1558378024.0	22680.0
arrivals	BA1315	SHT19BT	A20N	Airbus A320-251N	G-TTNJ	British Airways	BA	BAW	ABZ	EGPD	Aberdeen International Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558372500	1558372441.0	1558378200	1558376630.0	4200.0
arrivals	BA921	BAW921	A319	Airbus A319-131	G-EUPA	British Airways	BA	BAW	STR	EDDS	Stuttgart Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558371900	1558372800.0	1558378200	1558377286.0	4500.0
arrivals	BA781	BAW781C	A320	Airbus A320-232	G-EUYO	British Airways	BA	BAW	ARN	ESSA	Stockholm Arlanda Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558368300	1558368753.0	1558378200	1558376482.0	7740.0
arrivals	BA178	BAW178	B744	Boeing 747-436	G-CIVI	British Airways (Oneworld livery)	BA	BAW	JFK	KJFK	New York John F. Kennedy International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558353300	1558354379.0	1558377900	1558377477.0	23100.0
arrivals	BA717	BAW717T	A320	Airbus A320-232	G-EUYS	British Airways	BA	BAW	ZRH	LSZH	Zurich Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558371300	1558371999.0	1558377900	1558376477.0	4500.0
arrivals	BA441	BAW41HA	A320	Airbus A320-232	G-EUYT	British Airways	BA	BAW	AMS	EHAM	Amsterdam Schiphol Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558373100	1558374367.0	1558377900	1558376998.0	2640.0
arrivals	VY7104	VLG7104	A320	Airbus A320-214	EC-KRH	Vueling	VY	VLG	LCG	LECO	A Coruna Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558370400	1558370728.0	1558377600	1558376541.0	5820.0
arrivals	BA481	BAW481B	A320	Airbus A320-232	G-EUYE	British Airways	BA	BAW	BCN	LEBL	Barcelona El Prat Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558369200	1558370213.0	1558377600	1558376963.0	6780.0
arrivals	BA461	BAW461	B772	Boeing 777-236(ER)	G-VIIM	British Airways	BA	BAW	MAD	LEMD	Madrid Barajas Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558368900	1558369363.0	1558377600	1558375698.0	6360.0
arrivals	LH2480	DLH9LK	A320	Airbus A320-214	D-AIUZ	Lufthansa	LH	DLH	MUC	EDDM	Munich Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558370400	1558371456.0	1558377600	1558376695.0	5220.0
arrivals	BA355	BAW70CE	A319	Airbus A319-131	G-EUOF	British Airways	BA	BAW	NCE	LFMN	Nice Cote d'Azur Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558369800	1558370012.0	1558377600	1558376073.0	6060.0
arrivals	BE2127	BEE8WL	DH8D	Bombardier Dash 8 Q400	G-JECP	Flybe	BE	BEE	ABZ	EGPD	Aberdeen International Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558370100	1558375127.0	1558377300	1558380299.0	5160.0
arrivals	BA399	BAW399R	A319	Airbus A319-131	G-EUPP	British Airways	BA	BAW	BRU	EBBR	Brussels Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558372800	1558376336.0	1558377300	1558378881.0	2520.0
arrivals	SK1507	SAS1507	A20N	Airbus A320-251N	SE-ROB	SAS	SK	SAS	CPH	EKCH	Copenhagen Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558369800	1558373262.0	1558377000	1558378741.0	5460.0
arrivals	KM102	AMC102	A320	Airbus A320-214	9H-AEP	Air Malta	KM	AMC	MLA	LMML	Luqa Malta International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558364700	1558367695.0	1558377000	1558378182.0	10500.0
arrivals	BA911		319			British Airways	BA	BAW	FRA	EDDF	Frankfurt Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558370700		1558377000		
arrivals	BA735	BAW735	A319	Airbus A319-131	G-EUPY	British Airways	BA	BAW	GVA	LSGG	Geneva International Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558370700	1558371436.0	1558377000	1558376218.0	4800.0
arrivals	LX338	SWR26H	A319	Airbus A319-112	HB-IPU	Swiss	LX	SWR	ZRH	LSZH	Zurich Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558370100	1558371226.0	1558376700	1558375898.0	4680.0
arrivals	BR67	EVA067	B77W	Boeing 777-35E(ER)	B-16711	EVA Air	BR	EVA	BKK	VTBS	Bangkok Suvarnabhumi Airport	25200	LHR	EGLL	London Heathrow Airport	3600	1558330200	1558332213.0	1558376700	1558375538.0	43320.0
arrivals	BA887	BAW887	A321	Airbus A321-231	G-EUXE	British Airways	BA	BAW	OTP	LROP	Bucharest Henri Coanda International Airport	10800	LHR	EGLL	London Heathrow Airport	3600	1558364100	1558367468.0	1558376700	1558377400.0	9960.0
arrivals	EI178	EIN17J	A320	Airbus A320-214	EI-CVA	Aer Lingus	EI	EIN	DUB	EIDW	Dublin Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558371600	1558373783.0	1558376400	1558377112.0	3300.0
arrivals	BA819	BAW819	A321	Airbus A321-231	G-EUXC	British Airways	BA	BAW	CPH	EKCH	Copenhagen Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558368900	1558369239.0	1558376400	1558374620.0	5400.0
arrivals	BA755	BAW59G	A319	Airbus A319-131	G-EUPR	British Airways	BA	BAW	BSL	LFSB	Basel Mulhouse-Freiburg EuroAirport	7200	LHR	EGLL	London Heathrow Airport	3600	1558370400	1558370762.0	1558376400	1558375121.0	4380.0
arrivals	SQ318	SIA318	B77W	Boeing 777-312(ER)	9V-SNB	Singapore Airlines	SQ	SIA	SIN	WSSS	Singapore Changi Airport	28800	LHR	EGLL	London Heathrow Airport	3600	1558326900	1558328119.0	1558376100	1558374727.0	46620.0
arrivals	BE2111	BEE3GT	DH8D	Bombardier Dash 8 Q400	G-PRPG	Flybe	BE	BEE	EDI	EGPH	Edinburgh Airport	3600	LHR	EGLL	London Heathrow Airport	3600	1558370100	1558371395.0	1558376100	1558375754.0	4380.0
arrivals	BA10	BAW10	B772	Boeing 777-236(ER)	G-YMMB	British Airways	BA	BAW	BKK	VTBS	Bangkok Suvarnabhumi Airport	25200	LHR	EGLL	London Heathrow Airport	3600	1558328400	1558330776.0	1558376100	1558375039.0	44280.0
arrivals	OU490	CTN82R	A319	Airbus A319-112	9A-CTH	Croatia Airlines	OU	CTN	ZAG	LDZA	Zagreb Franjo Tudman Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558367400	1558368854.0	1558376100	1558375780.0	6900.0
arrivals	WY101	OMA101	B789	Boeing 787-9 Dreamliner	A4O-SF	Oman Air	WY	OMA	MCT	OOMS	Muscat International Airport	14400	LHR	EGLL	London Heathrow Airport	3600	1558348200	1558349672.0	1558375800	1558376043.0	26400.0
arrivals	BA559	BAW559	A320	Airbus A320-232	G-EUUB	British Airways	BA	BAW	FCO	LIRF	Rome Leonardo da Vinci Fiumicino Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558366200	1558367468.0	1558375800	1558374486.0	7020.0
arrivals	AZ208	AZA20Y	A320	Airbus A320-216	EI-DTD	Alitalia	AZ	AZA	FCO	LIRF	Rome Leonardo da Vinci Fiumicino Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558365600	1558366870.0	1558375800	1558373917.0	7020.0
arrivals	EW468	EWG468	A319	Airbus A319-132	D-AGWN	Eurowings	EW	EWG	CGN	EDDK	Cologne Bonn Airport	7200	LHR	EGLL	London Heathrow Airport	3600	1558369800	1558371430.0	1558375500	1558374426.0	3000.0
arrivals	BA238	BAW29G	B772	Boeing 777-236(ER)	G-VIIH	British Airways	BA	BAW	BOS	KBOS	Boston Logan International Airport	-14400	LHR	EGLL	London Heathrow Airport	3600	1558351800	1558352792.0	1558375500	1558374928.0	22140.0
